team1,team2,league,num_games,num_won,win_ratio
AC Ajaccio,AJ Auxerre,France,2,1,0.5
AC Ajaccio,AS Monaco,France,1,0,0
AC Ajaccio,AS Nancy Lorraine,France,3,1,0.333333333333333
AC Ajaccio,Bastia,France,2,0,0
AC Ajaccio,Bordeaux,France,3,0,0
AC Ajaccio,Brest,France,2,0,0
AC Ajaccio,Caen,France,1,0,0
AC Ajaccio,Dijon FCO,France,2,1,0.5
AC Ajaccio,Evian Thonon Gaillard,France,5,0,0
AC Ajaccio,Guingamp,France,2,0,0
AC Ajaccio,Lille,France,4,0,0
AC Ajaccio,Lorient,France,3,0,0
AC Ajaccio,Lyon,France,5,2,0.4
AC Ajaccio,Marseille,France,2,0,0
AC Ajaccio,Montpellier,France,3,1,0.333333333333333
AC Ajaccio,Nantes,France,1,0,0
AC Ajaccio,Nice,France,1,0,0
AC Ajaccio,Paris Saint-Germain,France,4,0,0
AC Ajaccio,Sochaux,France,2,1,0.5
AC Ajaccio,St Etienne,France,3,0,0
AC Ajaccio,Stade de Reims,France,3,1,0.333333333333333
AC Ajaccio,Stade Rennes,France,4,1,0.25
AC Ajaccio,Toulouse,France,4,1,0.25
AC Ajaccio,Troyes,France,1,0,0
AC Ajaccio,Valenciennes,France,5,3,0.6
AC Milan,AS Roma,Italy,6,3,0.5
AC Milan,Atalanta,Italy,3,1,0.333333333333333
AC Milan,Bologna,Italy,5,2,0.4
AC Milan,Cagliari,Italy,5,3,0.6
AC Milan,Catania,Italy,4,3,0.75
AC Milan,Cesena,Italy,2,1,0.5
AC Milan,Chievo Verona,Italy,2,2,1
AC Milan,Crotone,Italy,1,1,1
AC Milan,Empoli,Italy,5,2,0.4
AC Milan,Fiorentina,Italy,5,0,0
AC Milan,Frosinone,Italy,2,1,0.5
AC Milan,Genoa,Italy,4,2,0.5
AC Milan,Hellas Verona,Italy,5,1,0.2
AC Milan,Internazionale,Italy,4,0,0
AC Milan,Juventus,Italy,4,0,0
AC Milan,Lazio,Italy,8,2,0.25
AC Milan,Lecce,Italy,1,1,1
AC Milan,Livorno,Italy,1,0,0
AC Milan,Napoli,Italy,7,0,0
AC Milan,Novara,Italy,1,1,1
AC Milan,Palermo,Italy,4,3,0.75
AC Milan,Parma,Italy,7,4,0.571428571428571
AC Milan,Sampdoria,Italy,3,1,0.333333333333333
AC Milan,Sassuolo,Italy,6,3,0.5
AC Milan,Siena,Italy,3,3,1
AC Milan,Torino,Italy,7,2,0.285714285714286
AC Milan,Udinese,Italy,6,2,0.333333333333333
AC Milan,US Pescara,Italy,1,1,1
AJ Auxerre,AC Ajaccio,France,2,1,0.5
AJ Auxerre,AS Nancy Lorraine,France,1,0,0
AJ Auxerre,Bordeaux,France,2,0,0
AJ Auxerre,Caen,France,2,0,0
AJ Auxerre,Dijon FCO,France,1,0,0
AJ Auxerre,Evian Thonon Gaillard,France,1,0,0
AJ Auxerre,Lille,France,2,0,0
AJ Auxerre,Lorient,France,2,0,0
AJ Auxerre,Lyon,France,1,0,0
AJ Auxerre,Marseille,France,1,0,0
AJ Auxerre,Montpellier,France,2,0,0
AJ Auxerre,Nice,France,1,1,1
AJ Auxerre,Paris Saint-Germain,France,2,0,0
AJ Auxerre,Sochaux,France,1,1,1
AJ Auxerre,St Etienne,France,1,0,0
AJ Auxerre,Stade Rennes,France,1,0,0
AJ Auxerre,Valenciennes,France,1,0,0
Alaves,Atletico Madrid,"Spain ",1,0,0
Alaves,Barcelona,"Spain ",1,1,1
Alaves,Granada,"Spain ",1,1,1
Alaves,Las Palmas,"Spain ",1,0,0
Alaves,Leganes,"Spain ",1,0,0
Alaves,Malaga,"Spain ",1,0,0
Alaves,Real Madrid,"Spain ",1,0,0
Alaves,Sevilla,"Spain ",1,0,0
Alaves,Valencia,"Spain ",1,0,0
Almeria,Athletic Bilbao,Spain,2,0,0
Almeria,Atletico Madrid,Spain,1,0,0
Almeria,Barcelona,Spain,1,0,0
Almeria,Celta Vigo,Spain,3,0,0
Almeria,Cordoba,Spain,2,1,0.5
Almeria,Eibar,Spain,1,0,0
Almeria,Elche,Spain,2,0,0
Almeria,Espanyol,Spain,2,1,0.5
Almeria,Getafe,Spain,1,0,0
Almeria,Levante,Spain,2,0,0
Almeria,Malaga,Spain,2,1,0.5
Almeria,Osasuna,Spain,1,0,0
Almeria,Rayo Vallecano,Spain,1,0,0
Almeria,Real Betis,Spain,1,1,1
Almeria,Real Madrid,Spain,1,0,0
Almeria,Real Sociedad,Spain,3,2,0.666666666666667
Almeria,Sevilla,Spain,3,0,0
Almeria,Valencia,Spain,4,1,0.25
Almeria,Villarreal,Spain,1,0,0
Angers,AS Monaco,France,1,0,0
Angers,Bastia,France,1,1,1
Angers,Bordeaux,France,3,1,0.333333333333333
Angers,Caen,France,1,1,1
Angers,Dijon FCO,France,1,1,1
Angers,Guingamp,France,1,0,0
Angers,Lorient,France,3,1,0.333333333333333
Angers,Marseille,France,2,1,0.5
Angers,Montpellier,France,1,0,0
Angers,Nice,France,2,0,0
Angers,Paris Saint-Germain,France,1,0,0
Angers,St Etienne,France,2,0,0
Angers,Stade de Reims,France,1,0,0
Angers,Stade Rennes,France,1,0,0
Angers,Toulouse,France,1,1,1
Arsenal,Aston Villa,England,1,1,1
Arsenal,Bournemouth,England,2,1,0.5
Arsenal,Burnley,England,1,1,1
Arsenal,Crystal Palace,England,4,3,0.75
Arsenal,Everton,England,4,1,0.25
Arsenal,Hull,England,3,2,0.666666666666667
Arsenal,Leicester City,England,4,3,0.75
Arsenal,Liverpool,England,5,1,0.2
Arsenal,Manchester City,England,6,1,0.166666666666667
Arsenal,Manchester Utd,England,4,0,0
Arsenal,Newcastle,England,2,2,1
Arsenal,Norwich City,England,2,1,0.5
Arsenal,QPR,England,2,2,1
Arsenal,Southampton,England,2,1,0.5
Arsenal,Stoke City,England,2,1,0.5
Arsenal,Sunderland,England,3,3,1
Arsenal,Swansea,England,4,1,0.25
Arsenal,Tottenham,England,5,0,0
Arsenal,Watford,England,1,1,1
Arsenal,West Brom,England,3,1,0.333333333333333
Arsenal,West Ham,England,5,4,0.8
AS Monaco,AC Ajaccio,France,1,1,1
AS Monaco,Angers,France,1,1,1
AS Monaco,Bastia,France,2,2,1
AS Monaco,Bordeaux,France,4,0,0
AS Monaco,Caen,France,4,1,0.25
AS Monaco,Dijon FCO,France,1,0,0
AS Monaco,Evian Thonon Gaillard,France,2,1,0.5
AS Monaco,GFC Ajaccio,France,1,0,0
AS Monaco,Guingamp,France,4,1,0.25
AS Monaco,Lille,France,4,1,0.25
AS Monaco,Lorient,France,3,0,0
AS Monaco,Lyon,France,6,2,0.333333333333333
AS Monaco,Marseille,France,5,3,0.6
AS Monaco,Montpellier,France,4,3,0.75
AS Monaco,Nantes,France,1,1,1
AS Monaco,Nice,France,1,1,1
AS Monaco,Paris Saint-Germain,France,4,1,0.25
AS Monaco,Sochaux,France,2,1,0.5
AS Monaco,St Etienne,France,5,1,0.2
AS Monaco,Stade de Reims,France,5,2,0.4
AS Monaco,Stade Rennes,France,3,0,0
AS Monaco,Toulouse,France,3,1,0.333333333333333
AS Monaco,Troyes,France,1,1,1
AS Monaco,Valenciennes,France,2,1,0.5
AS Nancy Lorraine,AC Ajaccio,France,3,0,0
AS Nancy Lorraine,AJ Auxerre,France,1,1,1
AS Nancy Lorraine,Bastia,France,2,0,0
AS Nancy Lorraine,Bordeaux,France,4,0,0
AS Nancy Lorraine,Brest,France,2,2,1
AS Nancy Lorraine,Caen,France,1,0,0
AS Nancy Lorraine,Dijon FCO,France,1,0,0
AS Nancy Lorraine,Evian Thonon Gaillard,France,3,1,0.333333333333333
AS Nancy Lorraine,Lille,France,4,0,0
AS Nancy Lorraine,Lorient,France,3,1,0.333333333333333
AS Nancy Lorraine,Lyon,France,2,0,0
AS Nancy Lorraine,Marseille,France,1,0,0
AS Nancy Lorraine,Nantes,France,1,0,0
AS Nancy Lorraine,Nice,France,2,0,0
AS Nancy Lorraine,Paris Saint-Germain,France,3,1,0.333333333333333
AS Nancy Lorraine,Sochaux,France,3,1,0.333333333333333
AS Nancy Lorraine,St Etienne,France,1,1,1
AS Nancy Lorraine,Stade de Reims,France,1,0,0
AS Nancy Lorraine,Stade Rennes,France,2,0,0
AS Nancy Lorraine,Toulouse,France,2,0,0
AS Nancy Lorraine,Troyes,France,1,0,0
AS Nancy Lorraine,Valenciennes,France,2,0,0
AS Roma,AC Milan,Italy,6,1,0.166666666666667
AS Roma,Atalanta,Italy,9,4,0.444444444444444
AS Roma,Bologna,Italy,5,0,0
AS Roma,Cagliari,Italy,6,2,0.333333333333333
AS Roma,Carpi,Italy,2,2,1
AS Roma,Catania,Italy,4,0,0
AS Roma,Cesena,Italy,2,2,1
AS Roma,Chievo Verona,Italy,2,1,0.5
AS Roma,Empoli,Italy,3,2,0.666666666666667
AS Roma,Fiorentina,Italy,6,4,0.666666666666667
AS Roma,Frosinone,Italy,1,1,1
AS Roma,Genoa,Italy,4,3,0.75
AS Roma,Hellas Verona,Italy,4,1,0.25
AS Roma,Internazionale,Italy,6,3,0.5
AS Roma,Juventus,Italy,5,1,0.2
AS Roma,Lazio,Italy,6,2,0.333333333333333
AS Roma,Lecce,Italy,2,1,0.5
AS Roma,Napoli,Italy,5,3,0.6
AS Roma,Novara,Italy,1,1,1
AS Roma,Palermo,Italy,5,3,0.6
AS Roma,Parma,Italy,4,3,0.75
AS Roma,Sampdoria,Italy,5,2,0.4
AS Roma,Sassuolo,Italy,4,1,0.25
AS Roma,Siena,Italy,2,1,0.5
AS Roma,Torino,Italy,7,3,0.428571428571429
AS Roma,Udinese,Italy,7,5,0.714285714285714
AS Roma,US Pescara,Italy,2,1,0.5
Aston Villa,Arsenal,England,1,0,0
Aston Villa,Bournemouth,England,1,0,0
Aston Villa,Burnley,England,1,0,0
Aston Villa,Chelsea,England,1,0,0
Aston Villa,Crystal Palace,England,1,0,0
Aston Villa,Everton,England,3,1,0.333333333333333
Aston Villa,Fulham,England,1,0,0
Aston Villa,Hull,England,2,2,1
Aston Villa,Leicester City,England,3,1,0.333333333333333
Aston Villa,Liverpool,England,2,0,0
Aston Villa,Manchester City,England,1,0,0
Aston Villa,Manchester Utd,England,3,0,0
Aston Villa,Newcastle,England,1,0,0
Aston Villa,Norwich City,England,1,1,1
Aston Villa,QPR,England,1,0,0
Aston Villa,Southampton,England,5,1,0.2
Aston Villa,Stoke City,England,4,0,0
Aston Villa,Sunderland,England,2,0,0
Aston Villa,Swansea,England,3,0,0
Aston Villa,Tottenham,England,2,0,0
Aston Villa,Watford,England,2,0,0
Aston Villa,West Brom,England,3,2,0.666666666666667
Aston Villa,West Ham,England,1,0,0
Atalanta,AC Milan,Italy,3,2,0.666666666666667
Atalanta,AS Roma,Italy,9,2,0.222222222222222
Atalanta,Bologna,Italy,4,1,0.25
Atalanta,Cagliari,Italy,5,2,0.4
Atalanta,Carpi,Italy,1,0,0
Atalanta,Catania,Italy,4,1,0.25
Atalanta,Cesena,Italy,3,2,0.666666666666667
Atalanta,Chievo Verona,Italy,5,2,0.4
Atalanta,Crotone,Italy,1,1,1
Atalanta,Empoli,Italy,2,1,0.5
Atalanta,Fiorentina,Italy,4,0,0
Atalanta,Genoa,Italy,5,0,0
Atalanta,Hellas Verona,Italy,4,0,0
Atalanta,Internazionale,Italy,8,4,0.5
Atalanta,Juventus,Italy,4,0,0
Atalanta,Lazio,Italy,5,2,0.4
Atalanta,Lecce,Italy,1,1,1
Atalanta,Napoli,Italy,7,1,0.142857142857143
Atalanta,Novara,Italy,1,1,1
Atalanta,Palermo,Italy,5,2,0.4
Atalanta,Parma,Italy,3,2,0.666666666666667
Atalanta,Sampdoria,Italy,4,2,0.5
Atalanta,Sassuolo,Italy,3,1,0.333333333333333
Atalanta,Siena,Italy,3,1,0.333333333333333
Atalanta,Torino,Italy,5,1,0.2
Atalanta,Udinese,Italy,6,0,0
Atalanta,US Pescara,Italy,1,1,1
Athletic Bilbao,Almeria,Spain,2,2,1
Athletic Bilbao,Atletico Madrid,Spain,5,0,0
Athletic Bilbao,Barcelona,Spain,5,0,0
Athletic Bilbao,Celta Vigo,Spain,6,4,0.666666666666667
Athletic Bilbao,Deportivo La Coruna,Spain,5,1,0.2
Athletic Bilbao,Eibar,Spain,2,2,1
Athletic Bilbao,Elche,Spain,3,1,0.333333333333333
Athletic Bilbao,Espanyol,Spain,7,1,0.142857142857143
Athletic Bilbao,Getafe,Spain,2,1,0.5
Athletic Bilbao,Granada,Spain,4,2,0.5
Athletic Bilbao,Las Palmas,Spain,2,0,0
Athletic Bilbao,Levante,Spain,4,2,0.5
Athletic Bilbao,Malaga,Spain,3,1,0.333333333333333
Athletic Bilbao,Mallorca,Spain,2,1,0.5
Athletic Bilbao,Osasuna,Spain,4,2,0.5
Athletic Bilbao,Racing Santander,Spain,1,0,0
Athletic Bilbao,Rayo Vallecano,Spain,6,2,0.333333333333333
Athletic Bilbao,Real Betis,Spain,7,3,0.428571428571429
Athletic Bilbao,Real Madrid,Spain,7,0,0
Athletic Bilbao,Real Sociedad,Spain,6,2,0.333333333333333
Athletic Bilbao,Real Valladolid,Spain,3,2,0.666666666666667
Athletic Bilbao,Real Zaragoza,Spain,2,2,1
Athletic Bilbao,Sevilla,Spain,6,4,0.666666666666667
Athletic Bilbao,Sporting Gijon,Spain,3,0,0
Athletic Bilbao,Valencia,Spain,7,2,0.285714285714286
Athletic Bilbao,Villarreal,Spain,4,0,0
Atletico Madrid,Alaves,Spain,1,0,0
Atletico Madrid,Almeria,Spain,1,1,1
Atletico Madrid,Athletic Bilbao,Spain,5,4,0.8
Atletico Madrid,Barcelona,Spain,8,0,0
Atletico Madrid,Celta Vigo,Spain,3,2,0.666666666666667
Atletico Madrid,Deportivo La Coruna,Spain,2,1,0.5
Atletico Madrid,Eibar,Spain,3,3,1
Atletico Madrid,Espanyol,Spain,3,2,0.666666666666667
Atletico Madrid,Getafe,Spain,1,0,0
Atletico Madrid,Granada,Spain,2,2,1
Atletico Madrid,Levante,Spain,6,3,0.5
Atletico Madrid,Malaga,Spain,5,3,0.6
Atletico Madrid,Mallorca,Spain,3,0,0
Atletico Madrid,Osasuna,Spain,2,2,1
Atletico Madrid,Rayo Vallecano,Spain,5,4,0.8
Atletico Madrid,Real Betis,Spain,3,2,0.666666666666667
Atletico Madrid,Real Madrid,Spain,6,1,0.166666666666667
Atletico Madrid,Real Sociedad,Spain,2,1,0.5
Atletico Madrid,Real Valladolid,Spain,1,1,1
Atletico Madrid,Real Zaragoza,Spain,2,2,1
Atletico Madrid,Sevilla,Spain,3,1,0.333333333333333
Atletico Madrid,Sporting Gijon,Spain,2,0,0
Atletico Madrid,Valencia,Spain,5,2,0.4
Atletico Madrid,Villarreal,Spain,1,0,0
Barcelona,Alaves,Spain,1,0,0
Barcelona,Almeria,Spain,1,1,1
Barcelona,Athletic Bilbao,Spain,5,3,0.6
Barcelona,Atletico Madrid,Spain,8,6,0.75
Barcelona,Celta Vigo,Spain,5,2,0.4
Barcelona,Deportivo La Coruna,Spain,3,1,0.333333333333333
Barcelona,Eibar,Spain,1,1,1
Barcelona,Espanyol,Spain,3,2,0.666666666666667
Barcelona,Getafe,Spain,4,3,0.75
Barcelona,Granada,Spain,3,3,1
Barcelona,Las Palmas,Spain,2,2,1
Barcelona,Leganes,Spain,1,1,1
Barcelona,Levante,Spain,3,2,0.666666666666667
Barcelona,Malaga,Spain,5,5,1
Barcelona,Mallorca,Spain,1,1,1
Barcelona,Osasuna,Spain,3,2,0.666666666666667
Barcelona,Rayo Vallecano,Spain,4,4,1
Barcelona,Real Betis,Spain,7,6,0.857142857142857
Barcelona,Real Madrid,Spain,8,3,0.375
Barcelona,Real Sociedad,Spain,7,3,0.428571428571429
Barcelona,Real Valladolid,Spain,3,3,1
Barcelona,Real Zaragoza,Spain,2,2,1
Barcelona,Sevilla,Spain,8,6,0.75
Barcelona,Sporting Gijon,Spain,2,2,1
Barcelona,Valencia,Spain,8,3,0.375
Barcelona,Villarreal,Spain,5,3,0.6
Bastia,AC Ajaccio,France,2,1,0.5
Bastia,Angers,France,1,0,0
Bastia,AS Monaco,France,2,0,0
Bastia,AS Nancy Lorraine,France,2,2,1
Bastia,Bordeaux,France,4,1,0.25
Bastia,Caen,France,2,0,0
Bastia,Evian Thonon Gaillard,France,3,1,0.333333333333333
Bastia,GFC Ajaccio,France,2,0,0
Bastia,Guingamp,France,2,1,0.5
Bastia,Lens,France,2,0,0
Bastia,Lille,France,7,1,0.142857142857143
Bastia,Lorient,France,5,2,0.4
Bastia,Lyon,France,5,1,0.2
Bastia,Marseille,France,6,1,0.166666666666667
Bastia,Metz,France,1,0,0
Bastia,Montpellier,France,3,1,0.333333333333333
Bastia,Nice,France,5,1,0.2
Bastia,Paris Saint-Germain,France,2,1,0.5
Bastia,Sochaux,France,2,0,0
Bastia,St Etienne,France,2,0,0
Bastia,Stade de Reims,France,5,2,0.4
Bastia,Stade Rennes,France,3,2,0.666666666666667
Bastia,Toulouse,France,4,3,0.75
Bastia,Troyes,France,2,1,0.5
Bastia,Valenciennes,France,3,1,0.333333333333333
Bayer Leverkusen,Bayern Munich,Germany,5,1,0.2
Bayer Leverkusen,Borussia Dortmund,Germany,2,0,0
Bayer Leverkusen,Borussia Monchengladbach,Germany,7,0,0
Bayer Leverkusen,Eintracht Frankfurt,Germany,6,2,0.333333333333333
Bayer Leverkusen,FC Augsburg,Germany,9,6,0.666666666666667
Bayer Leverkusen,FC Cologne,Germany,5,1,0.2
Bayer Leverkusen,FC Ingolstadt 04,Germany,1,0,0
Bayer Leverkusen,Fortuna Dusseldorf,Germany,2,2,1
Bayer Leverkusen,Hamburg SV,Germany,5,2,0.4
Bayer Leverkusen,Hannover 96,Germany,4,2,0.5
Bayer Leverkusen,Hertha Berlin,Germany,7,4,0.571428571428571
Bayer Leverkusen,Kaiserslautern,Germany,1,1,1
Bayer Leverkusen,Mainz,Germany,6,4,0.666666666666667
Bayer Leverkusen,Nurnberg,Germany,2,2,1
Bayer Leverkusen,RB Leipzig,Germany,1,0,0
Bayer Leverkusen,SC Freiburg,Germany,2,0,0
Bayer Leverkusen,SC Paderborn,Germany,1,0,0
Bayer Leverkusen,Schalke 04,Germany,4,1,0.25
Bayer Leverkusen,SV Darmstadt 98,Germany,2,2,1
Bayer Leverkusen,TSG Hoffenheim,Germany,4,3,0.75
Bayer Leverkusen,TSV Eintracht Braunschweig,Germany,1,0,0
Bayer Leverkusen,VfB Stuttgart,Germany,6,3,0.5
Bayer Leverkusen,VfL Wolfsburg,Germany,10,3,0.3
Bayer Leverkusen,Werder Bremen,Germany,6,2,0.333333333333333
Bayern Munich,Bayer Leverkusen,Germany,5,3,0.6
Bayern Munich,Borussia Dortmund,Germany,4,2,0.5
Bayern Munich,Borussia Monchengladbach,Germany,5,1,0.2
Bayern Munich,Eintracht Frankfurt,Germany,1,0,0
Bayern Munich,FC Augsburg,Germany,5,5,1
Bayern Munich,FC Cologne,Germany,4,2,0.5
Bayern Munich,FC Ingolstadt 04,Germany,2,2,1
Bayern Munich,Fortuna Dusseldorf,Germany,1,1,1
Bayern Munich,Hamburg SV,Germany,5,4,0.8
Bayern Munich,Hannover 96,Germany,4,3,0.75
Bayern Munich,Hertha Berlin,Germany,2,2,1
Bayern Munich,Mainz,Germany,6,4,0.666666666666667
Bayern Munich,Nurnberg,Germany,1,0,0
Bayern Munich,SC Freiburg,Germany,1,1,1
Bayern Munich,Schalke 04,Germany,4,2,0.5
Bayern Munich,SV Darmstadt 98,Germany,1,1,1
Bayern Munich,TSG Hoffenheim,Germany,5,3,0.6
Bayern Munich,VfB Stuttgart,Germany,4,4,1
Bayern Munich,VfL Wolfsburg,Germany,4,3,0.75
Bayern Munich,Werder Bremen,Germany,4,4,1
Bologna,AC Milan,Italy,5,0,0
Bologna,AS Roma,Italy,5,1,0.2
Bologna,Atalanta,Italy,4,2,0.5
Bologna,Cagliari,Italy,2,1,0.5
Bologna,Carpi,Italy,1,1,1
Bologna,Catania,Italy,1,0,0
Bologna,Chievo Verona,Italy,2,0,0
Bologna,Empoli,Italy,1,0,0
Bologna,Fiorentina,Italy,2,1,0.5
Bologna,Genoa,Italy,2,1,0.5
Bologna,Hellas Verona,Italy,1,0,0
Bologna,Internazionale,Italy,5,0,0
Bologna,Juventus,Italy,4,0,0
Bologna,Lazio,Italy,3,0,0
Bologna,Livorno,Italy,1,0,0
Bologna,Napoli,Italy,5,2,0.4
Bologna,Palermo,Italy,4,1,0.25
Bologna,Parma,Italy,3,0,0
Bologna,Sampdoria,Italy,4,1,0.25
Bologna,Sassuolo,Italy,2,0,0
Bologna,Siena,Italy,2,0,0
Bologna,Torino,Italy,4,1,0.25
Bologna,Udinese,Italy,4,0,0
Bologna,US Pescara,Italy,2,1,0.5
Bordeaux,AC Ajaccio,France,3,0,0
Bordeaux,AJ Auxerre,France,2,1,0.5
Bordeaux,Angers,France,3,0,0
Bordeaux,AS Monaco,France,4,3,0.75
Bordeaux,AS Nancy Lorraine,France,4,1,0.25
Bordeaux,Bastia,France,4,0,0
Bordeaux,Brest,France,2,0,0
Bordeaux,Caen,France,3,1,0.333333333333333
Bordeaux,Dijon FCO,France,2,1,0.5
Bordeaux,Evian Thonon Gaillard,France,5,4,0.8
Bordeaux,GFC Ajaccio,France,1,0,0
Bordeaux,Guingamp,France,5,2,0.4
Bordeaux,Lens,France,2,2,1
Bordeaux,Lille,France,5,1,0.2
Bordeaux,Lorient,France,7,3,0.428571428571429
Bordeaux,Lyon,France,6,2,0.333333333333333
Bordeaux,Marseille,France,5,1,0.2
Bordeaux,Metz,France,1,0,0
Bordeaux,Montpellier,France,4,2,0.5
Bordeaux,Nantes,France,3,1,0.333333333333333
Bordeaux,Nice,France,7,2,0.285714285714286
Bordeaux,Paris Saint-Germain,France,4,1,0.25
Bordeaux,Sochaux,France,3,1,0.333333333333333
Bordeaux,St Etienne,France,7,2,0.285714285714286
Bordeaux,Stade de Reims,France,3,0,0
Bordeaux,Stade Rennes,France,6,1,0.166666666666667
Bordeaux,Toulouse,France,6,1,0.166666666666667
Bordeaux,Troyes,France,1,1,1
Bordeaux,Valenciennes,France,3,3,1
Borussia Dortmund,Bayer Leverkusen,Germany,2,1,0.5
Borussia Dortmund,Bayern Munich,Germany,4,0,0
Borussia Dortmund,Borussia Monchengladbach,Germany,6,2,0.333333333333333
Borussia Dortmund,Eintracht Frankfurt,Germany,4,2,0.5
Borussia Dortmund,FC Augsburg,Germany,7,5,0.714285714285714
Borussia Dortmund,FC Cologne,Germany,4,1,0.25
Borussia Dortmund,FC Ingolstadt 04,Germany,1,0,0
Borussia Dortmund,Fortuna Dusseldorf,Germany,2,1,0.5
Borussia Dortmund,Hamburg SV,Germany,7,4,0.571428571428571
Borussia Dortmund,Hannover 96,Germany,6,4,0.666666666666667
Borussia Dortmund,Hertha Berlin,Germany,4,1,0.25
Borussia Dortmund,Kaiserslautern,Germany,2,1,0.5
Borussia Dortmund,Mainz,Germany,7,7,1
Borussia Dortmund,Nurnberg,Germany,2,0,0
Borussia Dortmund,SC Freiburg,Germany,4,4,1
Borussia Dortmund,SC Paderborn,Germany,1,0,0
Borussia Dortmund,Schalke 04,Germany,7,3,0.428571428571429
Borussia Dortmund,SpVgg Greuther Furth,Germany,2,2,1
Borussia Dortmund,SV Darmstadt 98,Germany,1,0,0
Borussia Dortmund,TSG Hoffenheim,Germany,8,3,0.375
Borussia Dortmund,TSV Eintracht Braunschweig,Germany,1,1,1
Borussia Dortmund,VfB Stuttgart,Germany,8,5,0.625
Borussia Dortmund,VfL Wolfsburg,Germany,11,6,0.545454545454545
Borussia Dortmund,Werder Bremen,Germany,7,6,0.857142857142857
Borussia Monchengladbach,Bayer Leverkusen,Germany,7,3,0.428571428571429
Borussia Monchengladbach,Bayern Munich,Germany,5,2,0.4
Borussia Monchengladbach,Borussia Dortmund,Germany,6,2,0.333333333333333
Borussia Monchengladbach,Eintracht Frankfurt,Germany,3,2,0.666666666666667
Borussia Monchengladbach,FC Augsburg,Germany,7,1,0.142857142857143
Borussia Monchengladbach,FC Cologne,Germany,1,0,0
Borussia Monchengladbach,Fortuna Dusseldorf,Germany,1,1,1
Borussia Monchengladbach,Hamburg SV,Germany,5,1,0.2
Borussia Monchengladbach,Hannover 96,Germany,5,3,0.6
Borussia Monchengladbach,Hertha Berlin,Germany,4,4,1
Borussia Monchengladbach,Kaiserslautern,Germany,1,1,1
Borussia Monchengladbach,Mainz,Germany,5,2,0.4
Borussia Monchengladbach,Nurnberg,Germany,3,1,0.333333333333333
Borussia Monchengladbach,RB Leipzig,Germany,1,0,0
Borussia Monchengladbach,SC Freiburg,Germany,3,0,0
Borussia Monchengladbach,SC Paderborn,Germany,1,1,1
Borussia Monchengladbach,Schalke 04,Germany,5,3,0.6
Borussia Monchengladbach,SpVgg Greuther Furth,Germany,1,1,1
Borussia Monchengladbach,SV Darmstadt 98,Germany,1,1,1
Borussia Monchengladbach,TSG Hoffenheim,Germany,9,4,0.444444444444444
Borussia Monchengladbach,TSV Eintracht Braunschweig,Germany,2,1,0.5
Borussia Monchengladbach,VfB Stuttgart,Germany,5,1,0.2
Borussia Monchengladbach,VfL Wolfsburg,Germany,6,1,0.166666666666667
Borussia Monchengladbach,Werder Bremen,Germany,7,3,0.428571428571429
Bournemouth,Arsenal,England,2,0,0
Bournemouth,Aston Villa,England,1,1,1
Bournemouth,Burnley,England,1,0,0
Bournemouth,Chelsea,England,1,0,0
Bournemouth,Crystal Palace,England,2,1,0.5
Bournemouth,Everton,England,2,0,0
Bournemouth,Hull,England,2,1,0.5
Bournemouth,Leicester City,England,1,0,0
Bournemouth,Liverpool,England,2,1,0.5
Bournemouth,Manchester City,England,1,0,0
Bournemouth,Manchester Utd,England,3,1,0.333333333333333
Bournemouth,Newcastle,England,1,1,1
Bournemouth,Norwich City,England,1,0,0
Bournemouth,Southampton,England,1,0,0
Bournemouth,Stoke City,England,2,0,0
Bournemouth,Sunderland,England,2,0,0
Bournemouth,Swansea,England,2,1,0.5
Bournemouth,Tottenham,England,1,0,0
Bournemouth,Watford,England,3,0,0
Bournemouth,West Brom,England,2,1,0.5
Bournemouth,West Ham,England,2,1,0.5
Brest,AC Ajaccio,France,2,0,0
Brest,AS Nancy Lorraine,France,2,0,0
Brest,Bordeaux,France,2,0,0
Brest,Caen,France,1,0,0
Brest,Dijon FCO,France,1,0,0
Brest,Evian Thonon Gaillard,France,1,0,0
Brest,Lille,France,2,1,0.5
Brest,Lorient,France,2,1,0.5
Brest,Lyon,France,2,0,0
Brest,Marseille,France,2,0,0
Brest,Montpellier,France,3,0,0
Brest,Nice,France,1,0,0
Brest,Paris Saint-Germain,France,1,0,0
Brest,Sochaux,France,2,1,0.5
Brest,St Etienne,France,2,0,0
Brest,Stade Rennes,France,2,0,0
Brest,Toulouse,France,1,0,0
Brest,Troyes,France,2,1,0.5
Brest,Valenciennes,France,2,1,0.5
Burnley,Arsenal,England,1,0,0
Burnley,Aston Villa,England,1,0,0
Burnley,Bournemouth,England,1,1,1
Burnley,Chelsea,England,2,0,0
Burnley,Crystal Palace,England,2,1,0.5
Burnley,Everton,England,2,1,0.5
Burnley,Hull,England,1,0,0
Burnley,Leicester City,England,1,0,0
Burnley,Manchester City,England,3,0,0
Burnley,Manchester Utd,England,1,0,0
Burnley,Newcastle,England,2,0,0
Burnley,QPR,England,1,1,1
Burnley,Southampton,England,1,0,0
Burnley,Stoke City,England,1,1,1
Burnley,Sunderland,England,1,1,1
Burnley,Tottenham,England,2,0,0
Burnley,West Brom,England,1,0,0
Burnley,West Ham,England,1,0,0
Caen,AC Ajaccio,France,1,0,0
Caen,AJ Auxerre,France,2,1,0.5
